review,rating,sentiment
"suka sama shopee , karna murah¹ dan bagus",5,positif
"Semakin Banyak Drama Makin hari berat,Makin Bnyak Fitur yg tdk penting , konyolnya gak bisa disetting.smua sdh di defaultkan , kayak mainan murah robot2an dari China.Menu pengaturan cuma pajangan.",1,negatif
"SPX sekarang lama estimasinya,biasanya 3-4 hari sampai sekarang hampir seminggu baru sampai,",3,netral
saya buruk paket sangat di rg trs g jalan jalan,1,negatif
"sdh bagus utk belanja banyak diskon, tapi Spinjam sekarang pakai bunga harian tinggi banget 0,13% per hari, kalau aku mending 1,95% per bulan kyk kemarin2... jadinya aku batal deh ajukan pinjaman, krn bunganya menakutkan😆",2,negatif
aplikasinya dlm dan sangat membantu bagus berbelanja,5,positif
karna tak bisa trus login,3,netral
semua barang serba ada belanja nngak ribet satu klik dalam satu aplikasi ada gratis ongkir nya yg aku suka,5,positif
"buka bikin emosi wkwk, balok yg bikin malas buat gamenya shopee",3,netral
skrng pengiriman nya jadi lama karna ga muter2 seperti dulu,3,netral
"toko onlinenya buanyak yg nipu SPAM, GA BERKAH LO SHOPEE ✅",1,negatif
iklannya mengganggu banget aplikasi. berbagai di 1star👎,1,negatif
"Woi admin, bisa gak bikin notif itu jangan ngespam?,notifmu itu bikin banget karna gede nutup hampir setengah layar dan ganggu lag saat main game. Aku tau notif bsa dimatikan tpi klau ku matikan aku jdi gk dpat info,cuman ya jangan ngespamlah seperti sekali datang notif bsa smpai 3x dan itu ganggu banget.",3,netral
perbaiki lagi sistem nya bobrok!!,1,negatif
semakin kesini semakin buruk.pesan barang sudah d tf tapi kaga segera di kirim.sampai batal terus.semenjak jnt ga gabung di shopee ekspedisi shopee kacau parah. intinya buruk sekali. mungkin segera kita pindah toko sebelah.,1,negatif
bagus apk,5,positif
tolong ya bos ya kenapa akun sya gk.bisa sya lagi tolong di perbaiki akun cod,2,negatif
"seringkali kuris menagih pembayaran COD saya anak saya yang masih kuliah, karena antarnya saat ke tak di rumah karena bekerja sampai pukul 16.00 WIB",3,netral
"please, setelah upadate system di Realme C51, tolong aku nggak bisa upload video di shopee video. sekarang bantuannya.",3,netral
sgt membantu,5,positif
aplikasi terpercaya,5,positif
mobil jual jg kah.,3,netral
sangat bagus dan membantu emak² yang mles keluar rumah utk blnja baju dan bahan² dapur atau shopeefood,5,positif
TIDAK TEPAT WAKTU !!?,1,negatif
belanja barang dan topup gem,5,positif
aplikasi ini sangat membantu untuk keperluan sehari hari..,5,positif
barang komplit bagus,5,positif
rugi 20.000 diganti 2.000 lol,1,negatif
kecewa kirim jasa dengan,1,negatif
"☆ Sangat Membantu Dan Terasa Manfaatnya. ☆ Namun Shopee Juga Harusnya Selektif Dalam Bermitra Dengan Toko/Penjual Yang Tipu²/Abal². Setelah Pemesan Memberikan Komentar/Bukti Bahwa Toko/Penjual Itu Bertujuan Penipuan, Maka Shopee Wajib Untuk Segera Memutuskan/Mengeluarka Kemitraannya, Untuk Tidak Bekerjasasama Lagi.",5,positif
tolong buat oleh ganti aja kurir yang selalu mempending pengiriman dan tidak mau di beri masukan shopee konsumen atau pembeli trims.,3,netral
apk lemot kali apa lah mo pencet aja susah padahal jaringan pass,1,negatif
saat ini pelayanan yang sangat BURUK yang saya terima!!!,1,negatif
"bagus sebener nya apk nya,tapi banyak orang nipu,suka lag,dan yang paling ngeselin shopee suka muncul di iklan apk lain,yang cmn sekali krna tap ga sengaja lebih lngsng msk shopee nya,maksa bgt iklan nya,udah si doang ke komplain iklan nya",3,netral
knp g cod bsa food,3,netral
Shopee nya pembelian sekarang tidak bisa COD / ATAU BAYAR DI TEMPAT mohon bantuannya Terima KASIH,5,positif
"sangat rekomended murah berkualitas gratis ongkir, dan sangat mudah di proses",5,positif
kok sekarang shopee harus dibayar kalo udah dibayar dikemas habis itu kirim ke alamat kita biasanya langsung dikemas tanpa harus dibayar dulu,1,negatif
jadi tanaman muahal ongkir nggak bisa beli,3,netral
ga tapi toko nya bagus sesuai deskripsi pdhl bintang nya banyak,3,netral
"Good, tapi mahal semakin",3,netral
shopee mantap2 pokoknya 👍👍👍👍👍,5,positif
"udh Estimasi barang tibanya suka berubah sesuka hati bikin kesel jdi ga sesuai dg awal, kadang kn kita jadi beli krn liat estimasi tibanya eh pas udh di beli estimasi tibanya malah berubah ubah mulu harusnya sesuai dong estimasinya kya dlu jadi enak skarg Skarang ga seenak dlu pengiriman jdi lama pdhal udh VIP jga sama aja",3,netral
tidak berpihak ke konsumen.,1,negatif
tolong di benerin lagi halaman perbaiki sale saya kalo ke halaman flash sale suka erorr tolong di flash lagi,3,netral
udah sekian lama belanja dishoppee baru kemaren kena tipu dari penjual yang GK amanah...jadi...buat admin shoppee...tolong tindak tegas kalau perlu depak dari lapak shopee terutama akun2 penjual yang tidak amanah,2,negatif
"pengalaman sya baru ini mau byar playeter baju tapi di ulet"" padahal udah jatuh tempo nnti kalo sya tidak mau menerima denda sya yang di marahin",2,negatif
makin tidak jelas untuk isi pembayaran saldo sebab harus memakai OTP,3,netral
skrng pengiriman nya jadi lama seperti muter2 ga karna dulu,3,netral
"apus aja deh apk shopee ini , kan gue pesan paket dari tanggal 7 Maret 2026 , eh malah kena pending sampai tanggal 12 Maret 2026 ini belum sampai juga rincian nya ngestak di menuju alamat mu tapi ending nya hadeh....😏😏😏",1,negatif
bisa dengan memesan cepat,5,positif
"mengguanakan aplikasi ini makin ke sini kurirnya makin secara jelas, banyak paket saya yg di retur gak sepihak sama jasa kirimnya,",1,negatif
"apaan sih udh di update gini tiap make apk nya aneh banget, lagi scroll² liat barang terus pas di kembali selalu kembali langsung ke beranda bukan ke tampilan kita liat barang² (menu). barusan mau ajukan pengembalian aja susah banget pencet tanda ""centang"" buat upload foto/video barang bukti pasti larinya ke beranda terus jadi susah buat kasi buktinya, tolong dong ini ada yg sama ga apk nya begini kalo di pake dan semoga bisa di benahi lagi, mungkin salah hp saya atau gmna tpi apk lain ga tapi",3,netral
aplikasi yg sangat berguna,5,positif
"sangat buruk, saya menjual barang ke pembeli pas sampe ke pembeli di pakai trus di retur lagi padahal pesanan sesuai dengan apa yang pembeli mau dan aneh nya pihak shopee membatu di pembeli yang bermain main ama toko yang udah buang buang pemebeli buat mengirim paket ke pembeli ujung ujung nya di retur pembeli padahal barang sesuai ama pesanan shopee berpihak sama waktu penjual yang jujur di rugikan oleh pihak shopee",1,negatif
baik sekali dalam pelayanan,5,positif
ngk bisa cod:( gagal mau setiap Mulu pesan.,1,negatif
bagus la,5,positif
"aku suka aplikasi shopee, karena apk ini bantu aku kesel jadi ga ribet. tapi tolong kurangin pencarian ""nike"" terus kalo aku mau cari barang di pencarian, belanja deh lagi mau cari barang ini malah muncung nike mulu",3,netral
"Bisa jos affiliate, konten kreator jualan, jis aplikasinya",5,positif
siplah,5,positif
mantap... baru bagus error' lagiii,5,positif
"makin kesini spx express sangat lamban, dan estimasi tidak sesuai dengan aplikasi bisa lebih dari 7hari",3,netral
"Shopee nie lama² menyebalkan sekali ya,, mau chat driver susahnya minta ampun, terutama d Shopee food, tolong dong di perbaiki lagi",3,netral
"Subtotal Ukuran Khusus, merusak sistem, tidak jelas dasarnya dan terlalu menambah beban pembeli. Lembih suka dengan sistem yang lama. makin lama makin tidak nyaman menggunakan ni aplikasi.",1,negatif
x pertahanankan kualitas keseluruhan good,5,positif
pengirimannya sangat lambat sekali beda juh saat bekerja sama dengan jnt,1,negatif
👍👍👍👍👍 semoga shopee mengutamakan seller yg amanah,5,positif
"optimalisasi ampas , ada lagi iklan yang bisa ubah apa yang kita searching",2,negatif
kenapa ongkir nya malah mahal banget. tolong kembaliiin ongkir yg 13rb aja. mahal banget sampe 86rb,1,negatif
aplikasi ini sangat bagus untuk perdagangan,5,positif
knp aku ksih bintang 3 checkout setiap sy mau krn pasti tdk bisa COD bayar di tempat,3,netral
"bagus banyak barang untuk di beli,tapi menit berapa cuma masuk apknya habis in Kouta ga sesuai, udah KLO mau beli beli jarang aja",3,netral
Sangat puasssssssssss,5,positif
"pelayanan saat kurang memuaskan karna tidak ada pemberitahuan baik dari perusahaan pihak shopee atau agen pelayanan, yang hanya bisa di terhubung dengan agen saat kita sudah kecewa dengan suatu pelayanan kurang memuaskan ini,dan tidak secara profesional hanya mengandalkan suatu jaringan Tampah memberikan informasi kepada konsumen dengan baik ini 🙏",2,negatif
sope sangat mantap,3,netral
tidak d shopee trimakasih.belanja mengecewakan.,5,positif
aplikasi ini sangat menguntungkan bagi semua orang yang suka berbelanja online sangat memuaskan,5,positif
"Bintang 1 untuk Shopee, perangkat saya tiba-tiba diblokir Shopee secara permanen padahal saya dengan sadar tidak melakukan pelanggaran apapun, saya hanya pelanggan biasa yg selalu pembeli online tanpa merugikan pihak siapapun. saya belanja yg amanah kadang saya lebihkan uang cash yg saya siapkan untuk kurir. semenjak perangkat saya diblokir Shopee saya sudah tidak bisa belanja di Shopee lagi mungkin ini yg terakhir belanja di Shopee",1,negatif
"tolong lh Shopee, jgn asal setuju aj orang orang di masukin dalam katagori mall ori, saya beli monoshocks, di mall ori dgn harga mahal, malah gk bisa di gunakan, amblass, mau di retur, ongkos bongkar nya aj 100 rb, klo 2 kali bongkar kena 200 rb, rugi bet dah",3,netral
shopee mantap makin semoga jaya shopee,5,positif
"ok sih, tapi sekarang jadi gak jarang yang bisa COD, apa apa transfer, harus gajelas banget",3,netral
"Layanan cepat, mantap.",5,positif
nanti di tambah y bintang ya .. KL spayleter nya sudah bisa 🙏🙏🙏,3,netral
selalu baik utk orderannya,5,positif
sangat memuaskan pelayanannya.terimah kasih buat sellernya.jam tangannya sangat bagus anak saya suka sekali.,5,positif
ongkir nya kok lebih mahal nya pada beli dari,3,netral
"ini knpaa gajelas bgt,pdhl memo udah cukup buat instal apk ni malah ga bisa!",3,netral
Shope saya ke bisa pas mau dwonload lg sampe 4kl ga reset terus,3,netral
kecewa sekarang pengirimanya selalu di undur terus estimasi pengiriman selalu meleset dari 3-4 hari ke diterima hari barang baru 7-10,3,netral
"kirain ikut vip dapet diskon gede, ternyta engga, sama aja, malah ada tambahan biaya pecking barang khusus, sebelumnya engga ada.",3,netral
"nya aplikasi sangat bagus, tapi kekurangan nya suka sering ga bisa cod",3,netral
enak belanja. lebih murah,5,positif
selama selalu belanja dishopee BRG saya sesuai dgn yg saya pesan. semoga shopee selalu dihati,5,positif
cepat dan amanah,5,positif
cari toko yg amanah Krn kalau gak amanah beli!!🙏🙏 d rugikan pembeli dan kebanyakan pembeli tu GK mau ribet ngurus pengembalian barang yg SDH d yg,3,netral
"ini aplikasi bagus apalgi belanja semuanya cepet, cuma yg bikin kesel tuu pas mainin belanja nya padahal wifi sama koneksi semua lancar knpa kayak bug sendiri gitu terus keluar layar giliran liat2 live sama game tuu kagak. coba di bantu lagi ini diupdate terutama pas mainin neko beuhh gila bikin emosi mau ketik chat aja kagak gerak sama sekali malah bug sendiri pdhal niatnya menghibur aja main game ehh malah makin emosi",3,netral
"saat membuka shopee langsung ke menu live jualan, saya tidak suka dengan ini karena mengganggu apalagi ada pop up promosi jadi makin ribet harus close pop up, teken tombol kembali agar bar menu dibawah muncul untuk pilih menu beranda",1,negatif
"selalu mapnya banyak yang ngawur, dan g ada perbikan, g bisa d komplain, layanan service customernya g jalan, drivernya banyak yg g beres dan g bisa d komplain, mesen instan driverny d kasi someday sehingga paket saya d bawa keliling2. parah",3,netral
"saya tidak pernah menolak pesanan di shopee tapi kenapa kurir mengirim bukti penolakan ke pihak Shopee tolong di perhatikan kurirnya,kami pembeli merasa di rugikan karena barang yg kami pesan tidak sampai barang,buat tangan kami",3,netral
"saya suka shopee, karena lebih murah dan sering free ongkir. tapi tolong dong paket saya ga pernah sampai di saya saat pakai ekspedisi sicepat, dan berakhir di return sepihak pdhl alamat saya sudah benar. dan jg kenapa sekarang keamanannya kurang? bagaimana bisa nomor telepon saya sudah digunakan orang lain saat saya hendak mengonfirmasi nomor telepon aktif saya?! mohon bantuannya, tolong blokir pengguna yang menggunakan nomor telepon tanpa verifikasi sidik jari. gara² ini, saya jd pndh ke tikto",5,positif
di mudah berbelanja sangat shopee,5,positif
"please improve the delivery service! edit : masih gaada kemajuan, tolong lah tambahkan nomor kurirnya. biar ga sulit dihubungi apalagi saat pakai jasa pelayanan spx. PAKET DITUNDA DENGAN ALASAN INI ITU, DI BALIKIN SEENAKNUA!",1,negatif
"aku vip jadi seneng belanja di shopee, padahal sebelumnya di sebelah, vipnya juga murah tp kada bug aplikasinya",4,positif
pengirimane ngestuck bae suen lama,1,negatif
saya lagi gak bisa kecewa cod,3,netral
Lemoot,3,netral
pokok nya best the,5,positif
"suka yg belanja d sini, barang apapun banget kita cari semua ada, banyak diskos. sy suka banget sama livenya shopee",5,positif
cari toko yg amanah Krn kalau gak amanah yg d rugikan pembeli dan kebanyakan pembeli tu GK mau ribet ngurus pengembalian barang yg SDH d beli!!🙏🙏,3,netral
kadang gak pengiriman informasi akurat,3,netral
aplikasi ya gak bisa di gunakan lagi udh jelek kali di install tetep gak bisa di buka mau bikin baru lagi juga gak bisa padahal jaringan ya bagus tapi pas masuk ke aplikasi jaringan ya beberapa mulu,3,netral
"mau komplain untuk nego neko yang kurang ajar , dan bertanya memaksakan, saya menjawab jujur, tapi dia bilang saya bohong, coba developer perbaiki lagi atau hapus aja nego neko itu ga jelas banget bikin emosi",1,negatif
sukses terus👌💯,5,positif
Alhamdulillah belanja di soppee murah dn puas bagus lagi barang yg di beli SMA aku,3,netral
"aplikasi ini membantu saat belanja,pesanan selalu sesuai,pesanan dapat di kembalikan jika tidak sesuai ,pelayanan yg baik,dapat di percaya,ayo belanja di shopee.👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",5,positif
paling kalo disarankan untuk berbelanja,3,netral
pengalaman menggunakan shopee tidak mengecewakan semoga shopee selalu memuaskan dan lebih baik lagi....,5,positif
"mnding klo mau blnja online di tktok aja jngan disini,di tiktok cman 3 smpai 4 hri udh nyampe,disini udh seminggu lebih,gak nyampe² jasa pengirimn paling buruk/llet bangeettttttt",1,negatif
"jualan di shopee udah 9 tahun. promo jd penjual star +, udh produk pilihan lokal dan garansi harga terbaik, tapi gara2 ada Customer order dengan jumlah nominal besar langsung kena pelanggaran terindikasi transaksi mencurigakan. langsung promo extra tidak bisa digunakan, smua udah yang disediakan shopee tidak bisa di pakai. anehnya di point pelanggaran bersih. setiap complain jawaban sama. BERJALAN SUDAH 3 BULAN. akhrny costumer pindah platform co karena udh bnyak langganan jual barang costume",3,netral
kembali kan toko liar negeri ituu,2,negatif
Recoment banget belanja di shopee..Alhamdulilkah selama belanja di shopee belum prnah kecewa..barang dihantar sesuai pesanan..kurir dari SPX HENAT juga ramah dan sopan,5,positif
iklannya paling merugikan pemakai hp sudah sangat merugikan konsumen,1,negatif
belanja di shopee banyak dapat bonusnya,5,positif
"biar : Menjelang hari besar selalu lama pengantarannya, walaupun dpt kompensasi tapi cuma buat belanja diatas 75. Saran : Perbanyak kurir Kritik paket tidak menumpuk, jadi lebih cepat diantarkan.",1,negatif
"Sangat membantu dlm berbelanja, gratis ongkir lgi...enak...",5,positif
"tolong diperbaiki lagi apk nya, sangat lemot sekali di aksesnya, kadang mau upload video unboxing di penilaian aja sampe gak bisa, dicoba sampai beberapa kalipun tetap gak bisa",2,negatif
kalu bagus bintang kasih 5 aku,3,netral
"kadang klau pesanan barang dr lokasi toko 3 estimasi paket dikirim jauh, atau 4 hari, ternyata setelah di tunggu, ga sesuai di awal, dan pemberitahuan otomatis berubah jadi mundur dari tanggal yg di jadwalkan tanpa alasan yg jelas, padahal di iklannya di janjikan cepat sampai.",3,netral
aplikasi perusak morali,1,negatif
"pengiriman lambat,katanya ada pilihan ekspedisi,ternyata cuma spx aja,mana spx molornya minta ampun 😠 kemarin dapat ekspedisi pos reguler malah nyampainya lebih cepat lagi ketimbang spx,padahal pesanan yg melalui spx beda 2 hari lebih dulu dari jasa pos reguler,malah yg pos reguler nyampe dulu dan barang bisa digunakan,yg anehnya Tangerang Batam bisa sampai mau 2minggu,benar² gilaaa... jasa kirim spx shopee,mending belanja ke OLSHOP lain aja,malas belanja di shopee lagi,jasa kirim paling lambat",1,negatif
saya spam shopylater& knpa banyak akun ada link penipuan....,3,netral
"shopee tolong ya kalo misalkan pembelian saldo gagal baik itu Flazz, Token listrik, ataupun pulsa segera kirimkan pengembalian dana, jangan tahan pesanan dengan dalih proses dan memakan waktu terlalu lama yang pada akhirnya gagal juga,,, untuk situasi urgent ini sangat merepotkan...",1,negatif
smoga shopee tambah jaya dan terus jadi kepercayaan masyarakat indonesia 👍👍👍,5,positif
katanya estimasi pesanan tiba 17 maret nyata nya sampe daat ini blm tiba hrus wah jg d pastikan dong waktu nya,3,netral
he elo bikin aplikasi jangan item nya mahal mahal!,1,negatif
barang bagus sesuai. . . .,5,positif
Shopee sangat kurang untuk pelayanan return,1,negatif
bunga pinjaman sy kok mahal bngt ya. g kyk yg lain ny. pinjam 6rts bunga ny 120 sdngkn yg lain pinjam 2jt bunga ny 100rb,3,netral
"sudah bagus secara keseimbangan nya, harga juga bersahabat , hanya saja proses pengiriman ada sampai transit sangat lama terutama di semarang seenaknya sendiri lebih dari 10 hari terus barang baru sampai, itu pun tidak ada pergerakan dan tidak saat informasi sama sekali",3,netral
sangat memudahkan,5,positif
"hahaha shopee dzolim banget sih sumpah dzolim ke buyer,customer bahkan ke affiliate. sory banget ya terpaksa bilang begini karena dah muak sama program yg dibuat tapi merugikan affiliate. Komisi gak seberapa aja di buat seolah2 tidak valid, dzolim pokoknya dzolim banget.",1,negatif
nggak ada veev,5,positif
maksa amat lu pasang iklan sekalian lu sponsor semua tuh iklan di seluruh dunia shopee mmmk,1,negatif
Aplikasinya mantap belanja ga ribet serba ada komplit,5,positif
"Kepada pihak developer aplikasi, agar sekiranya ketika paket diantar ke alamat tujuan, serta tampilkan nama mohon nomor kontak kurir yg mengantar, agar lebih mudah komunikasi ke kurirnya..",3,netral
"Tolong dong,, sampe instan sekarang malah jasa 3 hari,, paket gak diambil jg,, bisa"" customer pada cancel pesanan",3,netral
my fav shopping,5,positif
lama lama shopee tidak mengenakan. udah jasa kirimnya lama.. dalam pengantaran tidak pun mau mengonfirmasi dulu ke pihak pembeli keurirnya.. entah siapa yg nerima paket itu yang punya atau yg di beri kepercayaan untuk di titipin paket sama yg punya.. asal kasih ke orang tiba² paket di terima padahal yg pesen tidak pernah menerima paket itu sedangkan paket sudah di bayar.. masih enak di sebelah. bikin kecewa lama lama,3,netral
gasuka blanja disini ya karna paket slalu stuck lama bisa sampe 3 hari tu paket ga gerak stuck di DC,3,netral
g nya sih ya bagus bagus aja cuman kadang ada aja masalahnya kek voucher GK bisa dipake contoh: voucher gratis ongkir. Kalo semisal vouchernya g BS d pke mendingan Apk udah dikasi dari pada anggapannya kek kikir gt,3,netral
luar biasa sjauh ni tingkatkan lgi gratis ongkir nya,5,positif
baguss sekaliii,5,positif
cukup puas saya,5,positif
"kecewa SMA sesuai.kalau ngajuin pengembalian ditolak terus sampai 3× pengajuan.padahal blanjaanku banyak banget pastinya ada beberapa yg ga shopee gini terus lama"" males blanja dishopee",3,netral
parah paket semua nya lama,3,netral
edit: padahal kok sistem pengirimannya masih berjalan ? ini sudah saya terima paketnya ?,3,netral
saya sering dapat harga murah dan voucher belanja jadi harga belanjaan jadi lebih murah terkadang menjadi gratis,5,positif
"kecewa dengan pengiriman nya , tolong di kondisikan agen SPX biar gak lama pengiriman nya🙏",3,netral
belanja Menyenangkan di shopi,5,positif
kurir nya pada gajelas gila,1,negatif
"sekarang shopee kalau ngirim lambat nya kemarin bilang ya, tgl 4-5 udh sampe. tb tb di undur... hello? bisa kah jangan seperti itu? tolong sesuai dengan tgl awal dong",3,netral
"aku edit ulang,skrng shopee pengiriman barangnya suka molor kelamaan,kecewa sama kembalikan yg skrng,selalu telat pengiriman nya. lacak barang pun gak jelas gak sesuai. shopee shopee yg ku kenal dulu......",3,netral
Sangat membantu dan mempermudah segala kebutuhannya..,5,positif
enak brlanja murah.. shopee di,5,positif
mntap bgs ongkir gratis,3,netral
"skrg dibatalkan fitur ""tambah bank"" sdh diisi tapi uangnya sampai transaksi belum dikembalikan",1,negatif
banyak membantu,5,positif
kurang nya gak bisa menghapus riwayat pembelian,3,netral
saya sangat menyukai nyah banyak barang barang yang saya sukai daftar nyah juga gk terlalu susah,5,positif
"lama ekspedisi nya min, benerin banget masa sebulan bru nyampe",3,netral
cukup puas saya,5,positif
"membantu sekali, terutama untuk mrmbayar tagihan bulanan",5,positif
sudah ga order pakai voucher kena batal sistem,1,negatif
bs ngga pembayaran cod ??????,2,negatif
harga des barang dengan harga total itu sama lagi beda atau kak,3,netral
tulisan kutu kecil banget kayak instant bikin mata juling besarin kek,1,negatif
"busuk2 spx busuk. sengaja bgt kalo make expedisi lain gaada gratis ampe. giliran overload begini, bener2 gaada update. tinggal kirim kerumah pun ongkir. mau 3 hari. masa kalah ama JnT. sekiranya gasanggup gausah monopoli. gua cuma pengguna, dan pemakai apk kalian. tolong lah gausah maksa. perbaikin tuh expedisi busuk kalian.",1,negatif
belakangan ini saya mestinya penjual yang tidak amanah atau penipu mendapatkan pihak shoppee blacklist mereka biar yang tertipu tidak bertambah..,3,netral
saya ingin kembalikan akun ke no lama tapi tidak bisa😭,4,positif
Oke aku menyukainya,5,positif
"pengiriman lama bgt, paket ngestuck gw berminggu-minggu",2,negatif
ganggu iklan lu,1,negatif
Mantap sekali,4,positif
"sangat membantu, dan saya banyak menerima manfaat nya.. shopee the best.. dan buat teman2 yg pengen nabung, nabung aja di seaBank, banyak keuntungan yg akan anda dapatkan. inip pengalaman saya di shopee dan seaBank.",5,positif
"lu kalau buat iklan di aplikasi lain jgn maksa bgt napa kurang""in yg kek gitu gangu bgt!!!",1,negatif
"belanjanya jadi males,ngak bisa COD. COD ajja kurirnya kadang males antar sampai rumah,makanya akun ku sepertinya di blacklist,padahal kurirnya yg seringan nggak antar sampai rumah. ngak bersahabat banget deh...",3,netral
sekarang kok pengiriman lama ya padahal sudah hampir sampai lokasi malah puter balik padahal udah estimasi nyampe nya udah kelewat,2,negatif
tolong dong shopee diperbaiki lagi karena sekarang shop tidak amanah.sudah berapa kali ketipu sama shop toko barang d kirim kosong isinya ada.bukan itu aja ada yg lain nya juga ..tidak sesuai pesanan.,4,positif
banyak banget barang palsu kaya parfum dan lainya,3,netral
verifikasi kok tiap menit,1,negatif
dlm aman sangat pengemasan,3,netral
"aku suka aplikasi shopee, karena apk ini bantu aku belanja jadi ga ribet. tapi tolong kurangin pencarian ""nike"" terus kesel aku mau cari barang di pencarian, kalo deh lagi mau cari barang ini malah muncung nike mulu",3,netral
"iklan shopee nya nyebelin, malahan kalau iklan nya berlebihan orang jadi males, jadi sewajarnya aja toh udah banyak yg download ni apk, gaperlu iklan yg berlebihan banget sampe segala bikin tombol close sendiri di nya. video",3,netral
gajelas makin kesini makin kesana,1,negatif
"shopee bnyk bug ny, skrng ramadhan main bedug ga dapet voucher nya terus main goyang shopee pay ga dapet duit nya apalah mau nya",1,negatif
"Aplikasi lemoot, lemot pengiriman nya SPX gak pro. paket bekasi kenapa dlu... muter-muter di bogor harus payaaah",3,netral
jangan di spx 3minggu baru diterima barangnya. klo hanya ada spx mending cari pake tiktok tokped lazada blibli aja.,1,negatif
pelayanan yg buruk,1,negatif
cs sulit dihubungi. pesanan salah alamat. driver shoppefood tidak mengambil pesanan sampai dibatalkan restoran. akhir akhir ini buruk sekali layanan shoppe.,3,netral
paket sudah diterima tapi tidak bisa di pesan selesai,3,netral
selama pihak shopee tolong tindak tegas terhadap kurir kalian (spx) yang suka retur paket tanpa sepengetahuan pelanggan. saya benar benar kecewa sampai tidak bisa cod Untuk 2bulan. (title gold),3,netral
masalah ga selesai² dari 2023,1,negatif
sangat membantu untuk berbelanja lah kala sibuk dan barang yang susah di cari pin semua serba ada. Joss di 👍,5,positif
muncul di iklan sakura,1,negatif
Saldo spaylater tersedia digunakan. apk. Tapi tidak bisa di Padahal bisa membantu konsumen seharusnya. Kesannya jadi seperti php doang min..,3,netral
"nampaknya cod di akun saya udah telat apa karna saya hilang, ambil barang terakhir dikarenakan berada diluar,,terus kurirnya buru2 JD saya harus kehilangan cod. gini amat ya resikonya",3,netral
tiada kata yg bisa sya ungkapkan selain I love you full shopeeeeeeee🥰🥰🥰🥰,5,positif
"kenapa harus ada subtotal barang sekarang, makin jelek ni",3,netral
agak kurang puas.masalah saya yg dari dulu sampai sekarang blum juga teratasi. padahal saya sudah mencoba berbagai cara.dan pas saya keluhkan ke shoope tanggapannya itu itu doang. tapi selain itu semuanya bagus kok. bagus banget malah,3,netral
"aplikasi sering kali bug/error!!! tolong kalo bisa lebih diperbaiki atu sering kali cek sistemnyaaa. dan tolong diperiksa standar tokonya, karna banyak toko yg nipu/ tidak sesuai dengan deskripsi produk yg dijual oleh toko nya. sistem cyber keamanannya klo bisa yg udah pro jangan sampe kesalahan dari beberapa toko yg menipu jadi yg kena imbasnya pihak shopee. Tolong Di Baca!!! Terimakasihhh",1,negatif
"bagus tapi kenapa ahir ahir ini chat shopee suka eror terus ya, jadi suka bingung kalo lg buru buru pesen sesuatu chat nya gimana tolong diperbaiki 🙏🏻",3,netral
"Shopee video isinya yang tidak layak, iklannya terlalu banyak di mana mana (aplikasi lain), waktu itu beli kuota tapi tidak masuk",1,negatif
"aplikasi ini sangat bagus , dan sangat membantu",5,positif
iklannya mengganggu banget di berbagai aplikasi. 1star👎,1,negatif
baik lancar,3,netral
download buat soping❌ download buat diamond gratis✔️,5,positif
pengantaran sangat buruk buat ke luar jabodetabek bisa lama hampir 2 minggu baru sampai,1,negatif
sekarang susah banget dapat driver klo Shopee food masa nunggu setengah jam buat nunggu dapat driver bahkan kemarin sampe sejam loh nunggu makanannya udah jelek bgt nih Shopee food,3,netral
Kon memang ni apk shope mau reter barang susah banget buruk banget,1,negatif
bagus tapi tolong jangan update terus,5,positif
"kak gmn nih kok setiap buka shopee mesti nggak bisa dibuka pdhl udah di update, cache nya juga udah tpi ttp nggak bisa . tolong perbaiki lagi aplikasi yaaaaa nya terima kasih",3,netral
sayaaa mauuu fiturr cris atau pun TF di hapus aja dari fitur nyaa soalnya aku masih pelajar masa haru cris mna bisa pelajar SMP punya KTP mohon di bantu ya,1,negatif
"Saya suka aplikasi ini, namun sejak ada biaya subtotal ukuran khusus tarifnya malah lebih mahal dari harga barang. padahal ongkir kargonya ga nyampe 10rb, tapo subtotal ukuran khusus 150rb.",1,negatif
tolong dong buat pengembang tambahin tool untuk menghapus riwayat pembelian setelah barang sudah SELESAI,5,positif
pengiriman LAMBATTTTT. status pengiriman ga bergerak berhari²! nanti tau² paket ilang.,1,negatif
respon cepat,5,positif
pesanan tepat waktu dan kualitas bagus,5,positif
mabtap,5,positif
barang sesuai pesanan dan dapat dipercaya,5,positif
tolong perbaiki aplikasi ini bukan salah pembeli kalau prodaknya kaga kembalikan kan di sesuai ko mengapa pembeli yang cod'y di blok bukanya kebalik🙏👎,3,netral
