text,true_label,pred_label
"udh seminggu main ketuk beduk selalu alasannya ""maaf terjadi kesalahan"" apaan itu udh capek ketuk sampe 100% masih aja itu alasannya apalah💩",0,0
"shopee kotnol, itu yg karyawan nama nya abdul pecat ajaa anjg, kerjaan nya push rank trus mana masih honor pulaa",0,0
banyak promo yg murah,2,2
kami senang adany shopee,2,2
kenapa minimal belanja 30 RB bisa bisa dapat ongkir sedangkan dibawah 30 RB tidak dapat ongkir tolong kembalikan shopee gratis ongkir tanpa minimum belanja 30rb sangat kecewa,1,1
"gajelas jirkatanya kalo paket telat dateng bakal dpt vocher, eh rupanya tanggal bisa diubah sesuka malah yg tdi nya dateng tanggal 3 hati diubah ke tanggal 4 mana masih jauh, udh 2 minggu ga sampe",0,0
belanja lebih mudah dan nyaman.. barang bagus dan aman.. makasih shopee loplop😘,2,2
sejauh ini pemakaian Shopee sangat memuaskan,2,2
pengirimian lambat,1,0
lebih terjamin dr toko sebelah,2,2
"aplikasi lemot,dn mengandung virus,hp sy jd error katna aplikasi ini",0,0
saya senang dengan aplikasi ini dan begitu juga dengan pelayanan Aplikasi teruntuk Aplikasi yg Aku gunakan setiap hari Aplikasi Pulsa murah..,2,2
merasa puas,2,2
"1.tidak ramah untuk seller/penjual,potongan yang semakin lama semakin naik masa 1 barang potongan hampir 10rb yang bener aja awal cuma 2rb per barang 2.nama barang kalo ud sampai harusnya 3 hari gad komplen uang masuk ini harus nunggu 2 minggu baru duit bisa cair kalo pembeli g konfirmasi barang di terima padahal jelas jelas di sistem pengiriman barang sudah di terima.",0,0
"susah susah ngumpulin koin di neko malah diambil lagi, bikin kesel ajaaa nyusahin aja buang"" waktu jadinya. mana kadang"" suka ngelag lagi, kalau buka apknya pun malah langsung ke bagian video bikin males. makin dikomplain dan dikasih bintang satu, malahan makin ngelag dan keluar"" dari apknya. padahal dulu ga gitu, aneh banget",0,0
selama ini belanja di sini aman2 aja sih,2,2
ini dulu,1,1
sudah banyak kali belanja di Shopee gak pernah kecewa pokoknya bersyukur banget ada orang yg menciptakan apk Shopee ini. bisa blanja barang Terima unik dan berkelas tampa biaya mahal. yg kasih Shopee selalu aktif ya 👍,2,2
"aku Udah beli produk di satu toko tapi tokonya membatalkan pesanan gimana nih apa toko nya nggak Kena pelanggaran???, ini juga kok GK bisa bikin paylater sih?? selalu gagal",0,0
"kenapa kuris SPX selalu dan konsumen sebagai kambing hitam.Saat paket tidak dikirim (tertunda) ke alamat konsumen.Di status pengiriman akan tertulis ""pembeli menjadwalkan ulang waktu pengiriman"" atau pembeli tidak bersedia menerima paket"". catatan status tersebut jelas sebuah kebohongan menjadikan fitnah bagi konsumen sangat merugikan konsumen. padahal kesalahan ada pada kurir XPS yang tidak sampai ke alamat pembeli dan tidak pula melakukan panggilan/chat ke pembeli. Tidak Professional",1,1
maaf kenapa shopee sekarang ribet ya dan fitur kenapa cod kenapa GK ada huff sungguh kecewa karena GK ada cod 🤦🤦,0,0
"KLW mau belanja online sy LBH nyaranin di aplikasi ini,,jujur amanah dan terbukti dan terpercaya",2,2
"sangat puas dengan pelyan terimakasih shopee, semoga selalu amanh ya seler"" yg ada d shopee",2,2
Mau belanja apa aja semua ada dishopee. Harga pun bersaing. makasihshopee,2,2
aplikasi monyet customer service monyet cuman bisa janji janji lu kira gw kenyang makan janji tandain nama customer service nya nisa dan selvira,0,0
pokoknya oke👍,2,2
soping di shopee sangat memuaskan,2,2
"saya tidak pernah menolak pesanan di shopee tapi kenapa kurir mengirim bukti penolakan ke pihak Shopee tolong di perhatikan kurirnya,kami pembeli merasa di rugikan karena barang yg kami pesan tidak sampai barang,buat tangan kami",1,1
login tak bisa karna trus,1,1
"iklannya ga ngotak, lagi baca wattpad tiba2 beralih ka shopee padhal ga kepencet sama sjrng dan bukan sekali duakali tpi sering. lgian bkin iklan segitunha banget. terus shopee sekali, pake spx kurirnya ga pernaah chat dlu kalau kirim barang jd jena tipu deh",1,1
"PENGIRIMIAN LAMBAT, Kaya gaada ekspedisi lain aja selain SPX duhh kapok belanja di shopee👎🏻",0,0
banyak ngeleg tapi bagus suka diskon,1,1
"tampilan layar utama untuk shopee vid sebaiknya harus bisa diatur, tidak semua orang nyaman melihat vid wanita sexy. entah saya yng tidak srngaja membuka atau tertekan, tetapi semakin kebawah saya scroll ini bukan tentang kebiasaan pengguna, tapi memang alat pancingan sengaja. jujur menggangu kenyamanan.",0,1
sangat puas dengan shoppe,2,2
"terpercaya kring, Kring dalam menguras isi dompet dan antrian tagihan uwuwuwuwuw",1,2
"Layanan cepat, mantap.",2,2
barang banyak !!!! palsu saya sudah kena tipu 3 kali dapan barang palsu Jagan di belii yg,0,0
"bagus si bgus tapi setiap iklan diapk CC ga shoppe melulu mn kadang tiba² ada di shoppe , kepencet dimn mn iklan shoppe mlulu GANGGU BANGET KURANG KURANGIN IKLAN LU GANGGU",1,1
ok she,2,2
saya suka belanja dsini tidak pernah mengecewakan kurir nya baik dan sopan,2,2
x pertahanankan kualitas keseluruhan good,2,2
"Destinasi pengiriman sangat lambat.....tidak pernah tepat waktu Apalagi pas pengiriman diantar ke alamat tujuan dtunggu ""ternyata gak juga sampai.. Padahal pas pengiriman dilacak itu dari pagi pengantaran ke alamat tujuan eh ternyata gak kunjung sampai.. Harap lebih diperhatikan tingkat kenyamanan dalam hal pengiriman pesanan,hallo shoppee nyatanya di tahun 2026 layanan shopee masih lelet dalam hal pengiriman, status pengiriman diantar kelamat tujuan nyatanya 2hari belum juga diantar,",0,0
"Shopee pembohong kata nya dapet koin setiap menilai barang yang sudah di beli, ternyata ga dapet sama sekali 0 padahal lumayan banyak itu koin nya kecewa beratttt klo bisa mah ku kasih 0 bintang nya ni Shopee",0,0
"punya gw ngk akun cod, padahal bisa baru",1,1
barang sesuai foto,2,2
"sameday tapi datangnya 3 hari, sama aja kayak pesen reguler 🫠🫠🫠🫠",1,1
Aplikasi sangat memuaskan mulai dari order dan waktu tiba paket dan pengantaran kurir memuaskan,2,2
apk jelek,0,0
"mff, apk yang tidak bisa tegas, ini hanya penilaian saja atas kekecewaan yang didapat, semoga bisa belajar lgi dri apk sebelah",0,0
sayangnya gabisa bayar pake dana,1,1
my fav shopping,2,2
"jelek ..mau belanja juga akun d batasi padahal udah di perbaiki ,pakai surat pernyataan KTP KK ..dasar musingin telah ..mending belanja d aplikasi hitam aja sekarang tuh gampang shopee orang k hilangan pelangan setia.. y itu saya",0,0
Aplikasi yg sangat lancar dan gampang untuk membeli apa yg kita butuhkan,2,2
"sangat kecewa ,di saat saya beli token PLN di pakai shopee pay,eh malah tokennya masih proses seharian masih saja proses katanya kendala dari PLN,padahal saya beli di counter biasa PLN aman,kecewa kapok ga lagi2 beli token di shopee,bagi yang urgent mending ga usah beli token,pulsa di shopee sebab kalau lama kita juga yang repot,kalau kendala saya sudah teratasi baru deh ganti bintang,saat ini saya sangat kecewa",0,0
"verifikasi wajah gagal terus, uang tidak bs diambil ataupun dibuat belanja",0,0
"sumpah shoope sekarang pengiriman luar biasa lamanya, saran gua klo belanja mau cepat pengiriman di tiktok aja guys.",0,0
"Minimal kroscek disetiap spx banyak hub yang memperlambat pesanan orang,liat juga di gudang kasian tuh pekerja banyak yang disiksa sama vendor,digudang ada vendor dan kurir pun di vendorin baca lah shopee jangan cuci tangan doang lu",0,0
"yaa,,sungguh,,suka dengan produk & kwalitas yg baguss oke sophi👍👍",2,2
"SEMOGA PADA BACA, DA SEGERA TUTUP ATAU DELETE APLIKASI GAK JELAS INI..!!! Kalo gak sanggup kirim barang tepat waktu minimal tau diri,otomatis cancel jgn berhari2 di diemin barang gak sampe² uang ditahan.",0,0
tolong map nyh d tingkat pengirman lagi buat lihat kan,1,1
"aku beli token di Shopee sudah bayar 200 ribu dan pembayaran berhasil, tapi sudah dua hari no token tidak keluar keterangan ""masih dalam proses "",, padhal udah bayar, udah bikin pengaduan ke pusat bantuan tapi tidak ada solusinya, malah pembahasan nya y tiket, pulsa, padahal saya membahas token listrik, lumayan 200ribu buat saya bukan uang sedikit, tolong di perbaiki lagi sistem pelayanan beli, shope",1,1
aplikasinya flagship bener walau pakai hp kelas lemot sekalipun,1,2
shopeee tempat belanja terbaik,2,2
"bagus untuk berbelanja, sangat mudah dan bnyak diskon gratis ongkir, apk tolong untuk kurir untuk chat klo mau smpe, dan adain kontak kurir pas dia kirim barang, spy klo ada kendala atau lagi g di rmh bisa tanya siapa yg nerima. saya pesen paket hp, di tapi sudah di trima tpi gda chat ke saya dan saya lgi kerja jdi brg bkn diterima oleh saya, mau chat kurir jg bingung gbsa nanya gda no hp kurirnya yg tersedia. tolong dong shoope wajibkan setiap kurir shoppee untuk cht cust! / cantumkan no kurir.",1,2
lama2 mlas sma tidak disini waktu pesanan datang belanja ada pemberitahuan dari kurir tahu2 barang udah di balikin ke pengirim udh cpek tunggu lama2 tau2 pesanan udh d kirim blik,1,1
makin tepat makin lambat pengirimannya .. padahal udah tiba di transit terakhir dini hari atau malam hari dikira paginya mau di kirim ternyata besoknya baru di kirim. bagusan dulu waktu sama jnt kesini waktu dan cepat,1,1
apk yg sangat membantu,2,2
tim shope tolong bagian Semarang Kendal d perhatikan paket shope bludak d DC Semarang JD was2 mau belanja d shope apalagi ini masih awal puasa paket udah over load paket hampir seminggu lebih masih d Semarang 😭😭🙏🙏🙏🙏🙏🙏🙏,0,1
tolong map nyh kan tingkat d lagi buat lihat pengirman,1,1
"g bisa beli barang, tercantum tulisan jika melanjutkan pembelian akun akan di banned! apakah error, biasanya tidak begini!",0,0
"makin kesini kok pengiriman barang selalu telat 2 - 3 hari bahkan lebih, padahal barang yg di beli keburu mau di pakai, lama"" jadi males belanja di shopee",0,0
knp shoope saya bisa GK cod2 cek dlu,1,1
"dan nya bagus, tapi klo saya buka aplikasi lain aplikasi iklan saya teken x tiba tiba saya masuk ke aplikasi Shopee tolong ya saya cape bolak balek aplikasi sampe kesel saya, padahal saya lagi enak di aplikasi itu tiba tiba iklan Shopee baru itu ke aplikasi Shopee padahal saya gk teken aplikasi Shopee tiba tiba ke aplikasi Shopee sendiri tolong ya!!.",1,1
selalu terpercaya dalam belanja....sukses dan maju terus untuk shopee,2,2
"saya tinggal di kota Tarakan kaltara, sekarang ongkir ada jadi mahal karena nya ""sub total ukuran khusus"" mohon perhatian ✌️",0,1
"ngasih notif tuh yang fungsional, jangan banyakin iklan, pas buka shopee pesan tiba-tiba dapet eh dan telpon dari kurir.",1,1
"ini kenapa ya tidak bisa menggunakan spaylater, sudah sesuai sandi dan wajah tapi tetap ke tolak. sudah sesuai arahan dan masih sama tidak bisa menggunakan spyplater, padahal spaylater banyak nya.",0,0
aman dan lebih mudah,2,2
beduk berkahnya eror lagi pas main udah 100% malah terjadi kesalahan,0,0
maju dan berkembang lah shopee,2,2
shope paylater tidak bisa di perbaharui,0,0
"ini kenapa ya setiap mau liat testi tolong shopee,keluar terus di dong di perbaiki,bikin emosi aja",1,1
"mengguanakan aplikasi ini makin ke sini kurirnya makin secara jelas, banyak paket saya yg di retur gak sepihak sama jasa kirimnya,",0,0
semua paket parah nya lama,1,1
Aman cepat,2,2
"saran gw hapus aja ai tolol neko itu,ni aplikasi 100% membantu,cuma gara gara terpaksa neko itu gw si cuma ngasih segini",1,1
apk bagus udah minus di kurir pengantaran,1,1
lo gak boleh jual petasan sedangkan tokped bisa kenapa,1,1
"Kadang ada toko online yang penilaian dari konsumennya buruk, tapi masih tetap dijadikan rekanan sama shopee.. Tolong lebih diperhatikan lagi sebagai perhatian buat shopee, karena saya sendiri pernah mengalami beberapa hal tersebut, misalnya barang tidak ada sampai bahkan tidak ada tindak lanjutnya padahal saya pesan langsung bayar, ada juga pesan barang A yang datang malah barang B",1,1
"Ekspedisi terus makin ga jelas, paket estimasinya ga sesuai telat nya",1,1
"males ah sekarang shopee ga kaya dulu, pake pengiriman reguler gampang molor kaya celir lah",0,0
hbis lg perlu dowload klo belanja hapus. kebanyakan notifikasi.,1,0
"Sangat pakai dengan layanan Spaylater, belanja puas QRIS Shopee pastinya 0% bunga. 👍",2,2
"sumpah kalo belum siap bikin expedisi jangan dulu deh, udah mending bubarin itu spx, dah gabisa berkata kata sama spx,",0,0
sekarang pelit banget gratis ongkir sumpah cuman bisa co satu dan nunggu ada event gede baru ad gratis ongkir bisa di gunain!,1,1
"Kualitas aplikasi sudah bagus, tapi performa jasa antar perlu segera aplikasi Pengiriman sesama daerah kini sangat lambat (3-4 hari), padahal meski paket 'Reguler' biasanya jauh lebih cepat. Mohon diperbaiki durasinya agar pelanggan tidak merasa kecewa. Sayang sekali jika dibenahi. sebagus ini terhambat oleh masalah logistik yang tidak efisien.",1,1
"EKSPEDISI NYA JELEK BANGET, MASA PAKET SAYA UDH 7 HARI GA SAMPE2, PADAHAL HARUSNYA TERAKHIR SAMPE ITU TGL 1 SEKARANG SUDAH TGK 5",0,0
"Tolong lah tim SPX itu di benahi sedikit, khususnya daerah PADANG, KURANJI HUB, kenapa paket kalau COD datang cuman 3-4 hari, giliran org bayar transfer, DITEGASKAN tu datang nyampe nya 10 harii, masalah nya bukan di perjalanan, tapi paket tu kayak sengaja gimana gitu di diemin digudang berhari2, apa mungkin kalau transfer gk dapat uang TIPS ya? ini bukan sekali dua kali, udh gua tandai pengiriman nya seperti itu, TOLONG paket YA pihak Shopee",1,1
sekali membantu sangat terimakasih sudah menyediakannya,2,2
tempatnya shoping ternyaman,2,2
shopee knapa kembali ke setelan awal? knapa ongkirnya udah mahal bnget? kok udah ngga gratis ongkir sih?😭,1,1
"Mengecewakan. Kurir tidak mau ngantar pesanan, padahal di 🗿 sdh tertera cod cek dulu. tapi kurir bilang ga ada cod cek dulu dan harus ambil sendiri paket nya di gudang. Mau lapor ke shopee malah di kasih alasan ga jelas sama pihak shopee nya. bukan nya diperbaiki malah cari-cari alasan shopee",0,0
Saran supaya cs bisa memilih ekspedisi. Untuk mengurangi complain. Karena tidak ada ekspedisi yg bagus merata. Daerah A ada SPX paling gesit. Daerah B Ada JNE yg digemari. Daerah C ada Ninja yg paling disukai.,1,1
"aneh banget sih shopee aku enggak pernah batalin pesanan apapun tiba-tiba gak bisa cod lagi, kecewa!!!",0,0
sudah daftar shoope pake no.baru tapi tetap kenapa bisa cod gak ya,1,1
"mohon maaf nihh,klo bisa mah yaa,bikin peraturan: produk harus sama kaya yg di foto/gambar,klo ga sama blokir aja akun penjualnya,ini jga bagus untuk kemajuan aplikasi shopee Indonesia,semoga diperbaiki",1,1
layanan nya lama,0,0
akhir2 ini banyak pesan saya dibatalkan begitu saja tnpa konfirmasi..,1,0
"aplikasi mudah dan lengkap, tapi ketika ada retur barang yg tidak sesuai. tim mediasi kerap tidak adil dan sebelah pihak dalam menyelesaikan masalah sehingga banyak pembeli yg di rugikan oleh penjual2 yg tidak bertanggung jawab.",0,0
"layanan refund barang tidak perna berjalan baik dan barang berakhir ga bisa di refund/ di tolak, pihak shopee juga tidak memberikan solusi mau pun pihak toko yg tidak ad ny chat/mediasi yg seharusnya di lakukan saya pengguna lama dan mengunakan shopee vip kecewa sama tindakan yg di lakukan secara sepihak tampa memikirkan Customer",0,0
"sekarang shopee semakin ramah murah dan amanah terhadap pesanan pelanggan nya, juga panduan fitur2 aplikasi nya dapat mudah dipahami.",2,2
"Skarang Estimasi barang tibanya suka berubah sesuka hati bikin kesel jdi ga sesuai dg awal, kadang kn kita jadi beli krn liat estimasi tibanya eh pas udh di beli estimasi tibanya malah berubah ubah mulu harusnya sesuai dong estimasinya kya dlu jadi enak skarg udh VIP seenak dlu pengiriman jdi lama pdhal udh ga jga sama aja",1,1
paket stuck di dc semarang,0,0
"Pengiriman Shoppe Makin Parah Pengiriman Lama Bangat, Sudah Berapa Kali Saya Gagal Terimah Paketnya Gara2 Pengirimannya Terlalu Lama. kasihan Yg Uda Pesan Tpi Nunggunya Lma, Kurirnya ToloL Gak Ada Niat Mau Kirim Barang, Tugasnya Asal Asalan",0,0
"semenjak ortu aku kenal shopee, karna ada shopee game itu, papa aku jadi sering mainin terus, sampe' mau berangkat sekolah jadi terlambat gara' papa aku mainin game shopee dulu, hapus shopee game nya gitu plss",0,0
MAKIN SUSAH DAPET DIRVER JAM MAU AMBIL PESANAN BISA NUNGGU BERJAM YANG BUAT DAPET DRIVERNYA. BISA NUNGGU 1 JAM SAMPE KE BATAL SENDIRI KADANG SAMPE 2X BARU ADA YANG AMBIL PESENANNYA INI UDAH LAMA BANGET KEJADIAN KAYA GINI. TOLONG SEGERA DI PERBAIKI!!!,1,1
shopee selale dihate,2,2
ckup bgus,2,2
percuma ada tiba.. garansi tulisan bisa diubah mundur seenaknya..,1,1
puas dgn shopee,2,2
KENAPA SETIAP SAYA BERMAIN GAME/NONTON FILM SELALU BAWAANYA OTOMATIS BUKA APLIKASI SHOPEE,0,0
"Ekspedisi nya makin ga jelas, paket telat ga sesuai estimasinya terus",1,0
Aplikasi nya bagus. tapi setiap pesan barang tidak sesuai dengan warna yang di kirim,1,1
"suka banget sama shopee nya, semua yang kita mau pasti ada, tapi shopee nya terkadang tidak bisa cod, itu kenapa ya?",2,2
the best 👍🏻👍🏻👍🏻,2,2
"lebih di perhatikan terkait jasa kirim nya ya shope, seperti jnt cargo itu lambat sekali pengiriman nya bahkan melebihi batas estimasi, harusnya di out aja jnt cargo dari shope lebih dan di ganti dengan jasa kirim lainya yang , bagus , masa punya saya sudah setengah bulan lebih gak sampai2 itu barangnya",1,1
ada ngga mod apk nya,0,0
"baguss, sngat membantu,,",2,2
Mantap sama Marketingx...👌,2,2
pelayanan kurir tolol,2,0
ga. sayang cod buruk barang lambat sampe udh ga sebulan sampe,0,0
"Kring kring, terpercaya dalam menguras isi dompet dan antrian tagihan uwuwuwuwuw",1,0
"pertama, stop ya lu muncul di semua sampe aplikasi! GANGGU! kedua, wah lu kalo iklan aja cepet banget masuk ke aplikasi giliran emang mau belanja lemoooootnya iklan harus dibuka tutup refresh 3-5x baru lancar. ANEH!",0,0
ngetik nya apa muncul nya apa asering bgt begini hapus aja dah,0,0
Ini driver shopeefood pada mager ambil pesenan si.. gimana apa susah banget dapat drivernya 😭💔,1,1
"Tidak Bisa veeifikasi KTP , sudah di masalanya , tapi tidak di selesaikan laporkan",1,1
"gilaaaaa, biaya layanannya makin lama makin mahal. ongkir gratis tpi ada biaya kemasan 10rb sama aja boong !!!!",0,0
"masih spam nanya sama toko malah gak bisa ke kirim pesan nya, kata nya asik apa nya yg spam baru dikit aku ngirim pesan ke admin toko",1,1
Kendala estimasi pengiriman tanggal sesuai tidak,1,1
wah elek sangat mantap 🗿,2,2
sesuai biasa luar dan,2,2
Pakeet,2,2
karena spx sangat jelek banget,0,0
"limit palylater ga naik2, pdhl belanja trus🤣",2,2
"Seandainya aku bisa, aku ingin dan SEMILYAR BINTANG SATU kepada layanan memberikan kebijaksanaan kalian sebulan terakhir ini.",0,0
bagus tapi toko nya ga sesuai deskripsi pdhl bintang nya banyak,1,1
"assalamualaikum halo sebenarnya sy suka dengan aplikasi ini cm sekarang GK bisa cod lagi dan GK aku pakai voucher itu knp y KK bisa bantu bisa GK , hargax murah meriah sihh tpii itu aj kendalanya KK🙏🥲",1,1
rusak baru aja pesanan pertama terus terusan di masih pihak shopee + ada tulisan aktivitas tidak wajar apa cba baru pertama pesan malah kaya gitu rusak dan sekarang malah akun saya di batasi apa cba mana batalin ada saldo nya,1,1
mantap sangat membantu saya buat belanja paylater. hanya sayng nya spinjam belum bisa.. tapi sangat membamtu jaya trus shopie,2,2
syuka pke apapun mempermudah unk belanja byar byar bngt.. krbutuhannya,2,2
"shoopee nge-glitch, nge-bug 😤😒🤔",0,0
jelek masa prangkat ganti di blokir gara gara ganti saya akun,0,0
bagus ges,2,2
kenapa shopee saya bermasalah? kenapa harga shopee mahal semua? aku mau beli kacamata harganya 16ribu pas mau di pesan malah 51ribu tolong di perbaiki pihak nya,1,1
"kadang tau shopee ini.,nggak eror kenapa",1,1
"sistem tolong diperbaiki dong. masa saya mau payment di harga 105k event 3.3, tiba-tiba ke reset, harga naik menjadi 130k, beberapa detik kemudian naik lagi menjadi 140k, trus terakhir harga naik lagi menjadi 150k. saya merasa dirugikan, karena di awal saya sudah diberikan harapan dan mau payment di harga 105k, tetapi sistem tiba-tiba mereset dan mengubah pengaturan, sehingga harganya jadi naik.",0,0
ga aman,0,0
membeli kebutuhan terasa lebih hemat dan murah,2,2
"tolong di tingkatkan lagy ya promonya2 dn prodaknya jngan smpai brang2 jelek,Kya ce lazada,prodaknya gak sesuai gmbrnya...",2,2
mantap shopee trm ksh,2,2
app jelek banyak bug respon lambat berat bnyk makan memory,0,0
MantaPP,2,2
suka lemotttttttt...,1,1
"Pengiriman SPX payah, dari tgl 9 gagal kirim terus sampe tgl 14 ga ada kabar...",0,0
"Pesan Shopee food buat sahur lama banget, udah pake fitur prioritas datengnya lewat 20 menit dr estimasi, dibatalin gabisa, dihubungin restonya gabisa, udah ngehubungin cs Shopee katanya nanti cancel otomatis kalo udah lewat dr estimasi, eh tp pas udah lewat estimasi disuruh nunggu lagi 60 menit. Pas dicek ke resto, restonya tutup, tp eh tbtb pas udah subuh dateng. Tentu hal tersebut SANGAT MERUGIKAN driver dan pelanggan/pembeli dong!! ngasih layanan fitur prioritas dan call cs tp ga berguna!!!",0,0
buat sebener nya bagusss bsnggeeee cuman pas batalin pesanan satu aja langsung ngga bisa Ahopee COD lagiii 😖😖,1,1
belanja di shopee mudah dan aman n serba ada,2,2
Alhamdulillaah ok,2,2
jangan download gays ini apk ini penipu sangat TDK memuaskan SM sekali,0,0
"kenapa aku kasih bintang ⭐⭐⭐⭐ karena di metode pembayarannya tidak tersedia lewat aplikasi seperti Dana, OVO, dan GoPay. tolong dong pihak Shopee di adakan nya metode pembayaran Dana, OVO, GoPay 🙏🏻 terimakasih.",2,1
"dishopee emang murah, gratis ongkir cuma sayang pengiriman sangat lama, aku gak sabaran apalagi kalau yg dibeli mau cepat dipakai, tapi pengirimannya lebih dari seminggu, beneran aku males belanja dishopee!",0,1
suda cara verifikasi ktp,0,1
bagus tapi sering ngelag,2,2
lumayan sih,1,1
Bagus untuk yang orang teliti,2,2
Ya bagus banyak promo,2,2
"bintang 1, pelayanan dan pengiriman buruk",0,0
"iklan shopee nya nyebelin, malahan kalau iklan nya berlebihan orang jadi males, jadi sewajarnya aja toh video banyak yg download ni apk, gaperlu iklan yg berlebihan banget sampe segala bikin tombol close sendiri di udah nya.",1,1
maksa nya agak iklan,1,1
BERAT BIKIN HP PANAS,0,0
"sumpah kalo naruh iklan yang bener dong,ngegaggu bener iklan lu sumpah",0,0
ongkir nya mahal harga 16 ribu jadi 47 ribu tapi bagus barang datang sesuai kok,1,1
"saya tongkrongin nungguin iphone rp. 1, sampe saya screenshot buat bukti waktunya pas, jika diperlukan, bahwa saya tuh pengen beli iphone rp. 1. yang nongol harga iphonenya belasan juta, ngga ada yang rp. 1🤦🏽‍♂️ boro-boro mobil rp. 1.000🤭",1,1
oke sip,1,1
mantap banyak free ongkir,2,2
tolong di perbaiki pada bagian spaylater nya. kalau yg sudah lunas jangan di cantumin lagi pada kolom yg belum lunas karena itu membuat user jadi was was,1,1
sangat bagus dan membantu,2,2
puas pokonya mantap dah,2,2
"belanja online mantab murah,banyak diskon,lengkap",2,2
pkoknya dbest buat shopee🫰🫰,2,2
"bagus si untuk shopee food nya banyak diskon, tp sekarang kalo pesen lewat shopee biasa pengirimannya lamaaaaa buaaangeetttt, estimasinya mundur trs, dan sekarang jarang banget ada diskon kyk dulu",1,1
sangat membantu berbagi kebutuhan..☺️,2,2
"ongkir shoppefood skrang mahal ,mohon kembalikan ke harga semula ,bila tetap mahal bnyak customer yg beralih",0,1
"ini gmna ya udah di update kok dibuka malah keluar trs (force close), udah hapus cache, penyimpanan masih cukup, udah dilihat restart hp dicoba segala macam, masih aja error. tolong perbaiki lagi kak. saya sengaja kasih bintang 5 biar di keluhannya 🙏🙏🙏",2,2
ekspedisi jnt tolong ada lagi. spx g banget. terlalu lambat dan banyak transit. lagian umpama dr hari ini malam keterangan nya pengantaran nanti bisa 2 hari lagi baru sampe.. kenapa sih harus spx. kalo g gt pengiriman g gerak sama sekali. maksud dalam apa.,0,0
pengiriman LAMBATTTTT. status pengiriman ga bergerak berhari²! nanti tau² paket ilang.,0,0
sngat suka dan membantu,2,2
"Iklan maksa bgt ????, dikurangin dong itu iklan maksa, muak tau gk",0,0
"𝗣𝗲𝗿𝗻𝗮𝗵 𝗞𝗲𝘁𝗶𝗽𝘂 𝗣𝗲𝘀𝗮𝗻𝗮𝗻, 𝗬𝗮 𝗧𝗮𝘂 𝗕𝘂𝗸𝗮𝗻 𝗔𝗽𝗹 𝗡𝘆𝗮 𝗬𝗴 𝗦𝗮𝗹𝗮𝗵.",2,2
shope pengantaran terlalu lama apa lagi muter muter ditambah kurirnya. jelekk..,0,0
hati hatu,1,1
barangnya lambat datang,0,0
lama bener nyampe nyampe udah 2 Minggu ga nyampe nya dasar aplikasi tolol,0,0
jujur shope ni ngebantu ak banget buat belanja terimakasih shope ak setia bgt sama kamu.,2,2
"Makin kesini makin parah kalau pesan makanan, cari driver sangat lama penjual gak proses juga, kenapa gak lebih ketat? setiap mau pesan kesal sampai batal2 lagi, kalau bukan karna grab/gojek agak mahal dikit pasti gua belinya kesitu aja dan gak pakai lagi shopee food😡",0,0
"SPX BURUK!!! barang udah 1 minggu di gudang gak ada pergerakan sama sekali. Belanja di TIKTOK aja, barang 2-3 hari udah sampe",0,0
Sagat baik,2,2
"terimakasih,shopee,belanja jd gampang semua ada di shopee.",2,2
"kurirr nya ramah guys ada harus pinter milih barang jgaa sih kadang , yng kw dijual, biasanya harga lebih murah dari pada yng ori",2,2
platform yg sangat bisa di andalkan dalam berbelanja,2,2
"pengiriman nya lambat,klo aja kaya dlu bisa pake J&T,spx lamaa lelet",1,1
"halo ka aku izin tanya terkait akun shopee, ketika selalu ingin masuk ke akun shopee ku kenapa tulisannya aku 'sistem di blokir'? tolong berikan solusinya ka aku butuh buat bayar spinjam di shopee ku",0,0
iklan Watson nike & nyebelin,1,1
datang paket nya lama,0,1
"untuk event bulan ramadhan ini, saya agak kecewa karena di event bulan ramadhan ini tidak ada daftar voucher yang bisa didapatkan, lebih baik tinggal lalu, dan di event ramadhan ini bikin sakit jari tangan ,lebih bagus tahun lalu yang tahun diklik, semoga untuk event bulan ramadhan tahun depan tidak seperti tahun ini dan lebih mudah, lebih gampang dan voucher nya lebih besar",1,1
"semakin kesini shopee semakin kesana, berkedok jualan hanya untuk menipu tanpa ada solusi",0,0
sangat membatu sekali senang menggunakan aplikasi ini,2,2
Shopee sangat membantu saya untuk memenuhi beberapa kebutuhan pribadi saya.,2,2
PENGAJUAN BATAK BELI SAJA SUSAH BANGET. SUDAH 1 JAM SAYA CHAT-CHATAN SAMA BOT,0,0
"beli barang tidak sesuai terus banyak orang yang foto baju nya bagus tapi tidak sesuai sama fotonya,saya mau nya bahan yang tebal dan juga halus,dan gak sesuai tapi mahal bangett gak ngotak,nihh aplikasi lama lama banyak penipuan, shope Indonesia tolong banned yang foto nya baguss tapi tidak sesuai 👍",0,0
"buka jadi ngelag iya mau kenapa live gak bisa terbuka sampek sekarang ,katanya downloading menyiapkan fitur jadinya loading terus.",1,1
very petrifying,1,1
tida bisa cod,1,1
"Masa sya beli habis melulu yg promo emang gak ada barang stock lg,? apa hny pegawai shope yg beli promo sdkn konsumen tidak bisa beli..?tolong sistem Tks shope diatur dgn baik agar tidak byk kecewa lg.. aplikasi",0,0
Shoppe Xpress pengiriman lama dan gak jelasss,0,0
cs sulit dihubungi. pesanan salah alamat. driver shoppefood tidak mengambil pesanan sampai dibatalkan restoran. akhir ini akhir buruk sekali layanan shoppe.,1,1
